2023-11-24T15:46:22.797791-05:00 GtRlClonerBaselineLoadStartedSignal | ClonerEvent | GToolkitForPharo9 | github://feenkcom/gtoolkit:main/src | CommandLine handler process
NewUndeclaredWarning: XPathTest>>testOptimizedPredicateDescendantAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicateDescendantAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicateDescendantAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicateDescendantAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicateDescendantAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicateDescendantAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicateDescendantOrSelfAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicateDescendantOrSelfAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicateDescendantOrSelfAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicateDescendantOrSelfAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicateDescendantOrSelfAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicateDescendantOrSelfAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicateDescendantOrSelfAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicateFollowingAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicateFollowingAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicateFollowingAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicateFollowingAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicateFollowingSiblingAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicateFollowingSiblingAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicateFollowingSiblingAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicateFollowingSiblingAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicateParentAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicateParentAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicateParentAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicateParentAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicateParentAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicateParentAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicateParentAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicatePrecedingAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicatePrecedingAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicatePrecedingAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicatePrecedingAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicatePrecedingSiblingAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicatePrecedingSiblingAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicatePrecedingSiblingAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicatePrecedingSiblingAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicateSelfAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicateSelfAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicateSelfAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testOptimizedPredicateSelfAxis (textDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testPrefixWildcardTest (namespacedDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testPrefixWildcardTest (namespacedDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testPrefixWildcardTest (namespacedDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testPrefixWildcardTest (namespacedDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testPrefixWildcardTest (namespacedDocument is Undeclared)
SystemNotification: XPathTest>>testProcessingInstructionTypeTest(xml is shadowed)
NewUndeclaredWarning: XPathTest>>testQualfiedNameTest (namespacedDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testQualfiedNameTest (namespacedDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testQualfiedNameTest (namespacedDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testQualfiedNameTest (namespacedDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testQualfiedNameTest (namespacedDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testQualfiedNameTest (namespacedDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testReverseDocumentOrderPreserving (namespacedDocument is Undeclared)
NewUndeclaredWarning: XPathTest>>testReverseDocumentOrderPreserving (namespacedDocument is Undeclared)

2023-11-24T15:53:11.694247-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | XPath | GtRlPackageLoadAction | XPath-Tests | github://feenkcom/XPath:v0.6.1/src | CommandLine handler process
2023-11-24T15:53:11.694554-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | XMLWriter | GtRlPackageLoadAction | XML-Writer-Core | github://feenkcom/XMLWriter:v0.6.0/src | CommandLine handler processNewUndeclaredWarning: XMLEmbeddedMarkupWriter>>isWritingBody (isWritingBody is Undeclared)
NewUndeclaredWarning: XMLEmbeddedMarkupWriter>>isWritingBody (isWritingBody is Undeclared)
NewUndeclaredWarning: XMLEmbeddedMarkupWriter>>startWritingEmbeddedMarkup (hasEmbeddedMarkup is Undeclared)
NewUndeclaredWarning: XMLTagWriter>>writeXmlnsDeclarations (xmlns is Undeclared)
NewUndeclaredWarning: XMLTagWriter>>xmlnsPrefixes (xmlnsPrefixes is Undeclared)
NewUndeclaredWarning: XMLTagWriter>>xmlnsPrefixes (xmlnsPrefixes is Undeclared)
NewUndeclaredWarning: XMLAttributeDeclarationWriter>>attributeName (attributeName is Undeclared)
NewUndeclaredWarning: XMLAttributeDeclarationWriter>>attributeName (attributeName is Undeclared)
NewUndeclaredWarning: XMLAttributeDeclarationWriter>>attributeName: (attributeName is Undeclared)
NewUndeclaredWarning: XMLAttributeDeclarationWriter>>defaultDeclaration (defaultDeclaration is Undeclared)
NewUndeclaredWarning: XMLAttributeDeclarationWriter>>defaultDeclaration (defaultDeclaration is Undeclared)
NewUndeclaredWarning: XMLAttributeDeclarationWriter>>defaultDeclaration: (defaultDeclaration is Undeclared)
NewUndeclaredWarning: XMLMarkupWriter>>parent: (parent is Undeclared)
NewUndeclaredWarning: XMLWriter>>addNewMarkupWriter: (activeMarkupWriter is Undeclared)
NewUndeclaredWarning: XMLWriter>>currentIndentLevel (currentIndentLevel is Undeclared)
NewUndeclaredWarning: XMLWriter>>currentIndentLevel (currentIndentLevel is Undeclared)
NewUndeclaredWarning: XMLWriter>>indent (currentIndentLevel is Undeclared)
NewUndeclaredWarning: XMLWriter>>indentString (indentString is Undeclared)
NewUndeclaredWarning: XMLWriter>>indentString (indentString is Undeclared)
NewUndeclaredWarning: XMLWriter>>indentString: (currentIndentLevel is Undeclared)
NewUndeclaredWarning: XMLWriter>>indentString: (indentString is Undeclared)
NewUndeclaredWarning: XMLWriter>>omitsLineBreaks (omitsLineBreaks is Undeclared)
NewUndeclaredWarning: XMLWriter>>omitsLineBreaks (omitsLineBreaks is Undeclared)
NewUndeclaredWarning: XMLWriter>>omitsLineBreaks: (omitsLineBreaks is Undeclared)
NewUndeclaredWarning: XMLWriter>>outdent (currentIndentLevel is Undeclared)
NewUndeclaredWarning: XMLWriter>>writeXmlEncoded: (SpecialCharacters is Undeclared)
NewUndeclaredWarning: XMLWriter>>writeXmlEncoded: (LineFeed is Undeclared)
NewUndeclaredWarning: XMLWriter>>writeXmlEncoded: (CarriageReturn is Undeclared)
NewUndeclaredWarning: XMLWriter>>writeXmlEncoded: (CharacterEscapes is Undeclared)
NewUndeclaredWarning: XMLWriter>>writeXmlEncoded: (SpecialCharacters is Undeclared)
NewUndeclaredWarning: XMLWriter>>writtenMarkupWriter: (activeMarkupWriter is Undeclared)

2023-11-24T15:53:12.192676-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | XMLWriter | GtRlPackageLoadAction | XML-Writer-Core | github://feenkcom/XMLWriter:v0.6.0/src | CommandLine handler process
2023-11-24T15:53:12.192957-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | XMLWriter | GtRlPackageLoadAction | XML-Writer-Tests | github://feenkcom/XMLWriter:v0.6.0/src | CommandLine handler process
2023-11-24T15:53:12.432291-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | XMLWriter | GtRlPackageLoadAction | XML-Writer-Tests | github://feenkcom/XMLWriter:v0.6.0/src | CommandLine handler process
2023-11-24T15:53:12.433091-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkit4XMLSupport | GtRlPackageLoadAction | GToolkit4XMLSupport | github://feenkcom/gt4xmlsupport:main/src | CommandLine handler processNewUndeclaredWarning: Gt4XMLHighlightDefaults class>>textColorForShoutProperty: (SHTextStylerST80 is Undeclared)
NewUndeclaredWarning: XMLNode>>addRemoveActionTo:in:inContext: (GLMUIThemeExtraIcons is Undeclared)

2023-11-24T15:53:13.020622-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkit4XMLSupport | GtRlPackageLoadAction | GToolkit4XMLSupport | github://feenkcom/gt4xmlsupport:main/src | CommandLine handler process
2023-11-24T15:53:13.020913-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Fame | GtRlPackageLoadAction | Fame-Util | github://feenkcom/famix3:main/src | CommandLine handler processNewUndeclaredWarning: FMReadMe>>exportSources (FileStream is Undeclared)
NewUndeclaredWarning: FameNameConventionBetweenFM3AndSmalltalkRule>>addClass:toMetaBuilderCollection: (FM3PropertyDescription is Undeclared)
NewUndeclaredWarning: FameNameConventionBetweenFM3AndSmalltalkRule>>addClass:toMetaBuilderCollection: (FM3PropertyDescription is Undeclared)

2023-11-24T15:53:13.197781-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Fame | GtRlPackageLoadAction | Fame-Util | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:13.198064-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Fame | GtRlPackageLoadAction | Fame-Core | github://feenkcom/famix3:main/src | CommandLine handler processNewUndeclaredWarning: FM3MetaDescription>>gtInspectorPropertiesIn: (GLMUIThemeExtraIcons is Undeclared)
NewUndeclaredWarning: FM3MetaDescription>>gtInspectorRelationsIn: (GLMUIThemeExtraIcons is Undeclared)
NewUndeclaredWarning: FM3MetaDescription>>gtInspectorRelationsIn: (GLMUIThemeExtraIcons is Undeclared)
NewUndeclaredWarning: FMMetaRepository class>>fm3 (FMPragmaProcessor is Undeclared)
NewUndeclaredWarning: FMMetaRepository>>addSmalltalkClasses: (FMPragmaProcessor is Undeclared)
NewUndeclaredWarning: FMMetaRepository>>builderClass (FMMetamodelBuilder is Undeclared)
NewUndeclaredWarning: FMMetaRepository>>gtInspectorClassesIn: (GLMUIThemeExtraIcons is Undeclared)
NewUndeclaredWarning: FMMetaRepository>>gtInspectorHierarchiesIn: (GLMUIThemeExtraIcons is Undeclared)
NewUndeclaredWarning: FMMetaRepository>>gtInspectorPropertiesIn: (GLMUIThemeExtraIcons is Undeclared)
NewUndeclaredWarning: FMRepository>>accept: (FMRepositoryVisitor is Undeclared)
NewUndeclaredWarning: FMRepository>>document: (FMImporter is Undeclared)
NewUndeclaredWarning: FMRepository>>exportOn: (FMMSEPrinter is Undeclared)
NewUndeclaredWarning: FMRepository>>exportString (FMMSEPrinter is Undeclared)
NewUndeclaredWarning: FMRepository>>gtExportAction (GLMGenericAction is Undeclared)
NewUndeclaredWarning: FMRepository>>importStream: (FMImporter is Undeclared)

2023-11-24T15:53:13.560313-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Fame | GtRlPackageLoadAction | Fame-Core | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:13.560612-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Fame | GtRlPackageLoadAction | Fame-ImportExport | github://feenkcom/famix3:main/src | CommandLine handler processNewUndeclaredWarning: FMRepositoryVisitor>>initialize (IdentityHashTable is Undeclared)

2023-11-24T15:53:13.910463-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Fame | GtRlPackageLoadAction | Fame-ImportExport | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:13.910723-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Fame | GtRlPackageLoadAction | Fame-SmalltalkBinding | github://feenkcom/famix3:main/src | CommandLine handler processNewUndeclaredWarning: FMAbstractCodeGenerator>>previewChangesIfShiftPressed (InputEventSensor is Undeclared)

2023-11-24T15:53:14.341087-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Fame | GtRlPackageLoadAction | Fame-SmalltalkBinding | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:14.341362-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Fame | GtRlPackageLoadAction | Fame-CSharpBinding | github://feenkcom/famix3:main/src | CommandLine handler processSystemNotification: FameCSharpGenerator>>generateFor:in:(folderPath is shadowed)

2023-11-24T15:53:14.465854-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Fame | GtRlPackageLoadAction | Fame-CSharpBinding | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:14.466108-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Fame | GtRlPackageLoadAction | Fame-Example | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:14.642031-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Fame | GtRlPackageLoadAction | Fame-Example | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:14.642286-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Fame | GtRlPackageLoadAction | Fame-Tests-Core | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:15.07704-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Fame | GtRlPackageLoadAction | Fame-Tests-Core | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:15.077388-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | CollectionExtensions | GtRlPackageLoadAction | CollectionExtensions | github://pharo-contributions/CollectionExtensions/src | CommandLine handler process
2023-11-24T15:53:15.240098-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | CollectionExtensions | GtRlPackageLoadAction | CollectionExtensions | github://pharo-contributions/CollectionExtensions/src | CommandLine handler process
2023-11-24T15:53:15.240367-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | CollectionExtensions | GtRlPackageLoadAction | CollectionExtensions-Tests | github://pharo-contributions/CollectionExtensions/src | CommandLine handler process
2023-11-24T15:53:15.372634-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | CollectionExtensions | GtRlPackageLoadAction | CollectionExtensions-Tests | github://pharo-contributions/CollectionExtensions/src | CommandLine handler process
2023-11-24T15:53:15.372896-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Moose-Query | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:15.755613-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Moose-Query | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:15.755918-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Moose-Core | github://feenkcom/famix3:main/src | CommandLine handler processNewUndeclaredWarning: MooseAbstractGroup>>numberOfAssociations (FAMIXAssociation is Undeclared)
NewUndeclaredWarning: MooseModel class>>resetMeta (FAMIXEntity is Undeclared)
NewUndeclaredWarning: MooseModel class>>resetMeta (FAMIXNamedEntity is Undeclared)
NewUndeclaredWarning: MooseModel>>detectEncodingOfAllFileAnchors (FAMIXAbstractFileAnchor is Undeclared)

2023-11-24T15:53:16.380773-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Moose-Core | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:16.381099-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-Core | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:17.233734-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-Core | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:17.233975-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-Implementation | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:17.992574-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-Implementation | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:17.992882-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-Java | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:18.212902-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-Java | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:18.213188-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-CSharp | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:18.343413-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-CSharp | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:18.343677-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-PHP | github://feenkcom/famix3:main/src | CommandLine handler processNewUndeclaredWarning: TGtPhpFieldsDeclaration>>importFrom: (GtPhpSingleFieldDeclaration is Undeclared)
NewUndeclaredWarning: TGtPhpFieldsDeclaration>>importFrom: (GtPhpSingleFieldDeclaration is Undeclared)
NewUndeclaredWarning: TGtPhpTypeDeclaration>>methods (GtPhpMethodDeclaration is Undeclared)
NewUndeclaredWarning: MooseModel>>allPhpPrograms (GtPhpProgram is Undeclared)
NewUndeclaredWarning: MooseModel>>phpImportAsts (GtPhpProgram is Undeclared)
NewUndeclaredWarning: FAMIXSourcedEntity>>phpAst (GtPhpProgram is Undeclared)
NewUndeclaredWarning: FAMIXSourcedEntity>>phpAstStrings (GtPhpScalar is Undeclared)
NewUndeclaredWarning: GtPhpObject>>gtCompleteSourceFor: (GtPhpIdentifier is Undeclared)
NewUndeclaredWarning: GtPhpObject>>gtCompleteSourceFor: (GtPhpFunctionDeclaration is Undeclared)
NewUndeclaredWarning: GtPhpAstCodeGenerator>>addTraitUsageIfNecessaryToASTNodeClass:in: (RBAddTraitUsageToClassByNameRefactoring is Undeclared)
NewUndeclaredWarning: GtPhpAstCodeGenerator>>generateAccessorMethodsForASTNodeClass:in: (RBSilentlyAddMethodRefactoring is Undeclared)
NewUndeclaredWarning: GtPhpAstCodeGenerator>>generateChildrenMethodForASTNodeClass:in: (RBSilentlyAddMethodRefactoring is Undeclared)
NewUndeclaredWarning: GtPhpAstCodeGenerator>>generateClassFromASTNodeClass:in: (RBAddClassWithVarsRefactoring is Undeclared)
NewUndeclaredWarning: GtPhpAstCodeGenerator>>generateImportMethodForASTNodeClass:in: (RBSilentlyAddMethodRefactoring is Undeclared)
NewUndeclaredWarning: GtPhpAstCodeGenerator>>generateInitializeMethodForASTNodeClass:in: (RBSilentlyAddMethodRefactoring is Undeclared)

2023-11-24T15:53:19.203913-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-PHP | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:19.204182-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-Extensions | github://feenkcom/famix3:main/src | CommandLine handler processNewUndeclaredWarning: FAMIXInvocationGroup>>mooseFinderListIn: (MooseFinder is Undeclared)
NewUndeclaredWarning: FAMIXInvocationGroup>>mooseFinderListIn: (MooseFinder is Undeclared)
NewUndeclaredWarning: MooseGroup>>cyclesToAll: (MalTarjan is Undeclared)
NewUndeclaredWarning: FAMIXGraphTraverser>>initialize (MalGraphStructure is Undeclared)
NewUndeclaredWarning: FAMIXGraphTraverser>>initialize (MalNodeWithPreviousAndNext is Undeclared)
NewUndeclaredWarning: FAMIXImportingVisitor>>initialize (MooseImportingContext is Undeclared)
NewUndeclaredWarning: MooseModelCopier>>initialize (IdentityHashTable is Undeclared)

2023-11-24T15:53:19.880509-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-Extensions | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:19.880826-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-PHP-Symfony | github://feenkcom/famix3:main/src | CommandLine handler processNewUndeclaredWarning: GtPhpSymphonyEntitiesGenerator>>generateAccessorMethodForASTNodeClass:in: (RBSilentlyAddMethodRefactoring is Undeclared)
NewUndeclaredWarning: GtPhpSymphonyEntitiesGenerator>>generateAccessorMethodForASTNodeClass:in: (RBSilentlyAddMethodRefactoring is Undeclared)
NewUndeclaredWarning: GtPhpSymphonyEntitiesGenerator>>generateClass:in:inPackageNamed: (RBAddClassWithVarsRefactoring is Undeclared)
NewUndeclaredWarning: GtPhpSymphonyEntitiesGenerator>>generateEntitiesFromMooseModel:inPackageNamed: (RBAddClassWithVarsRefactoring is Undeclared)

2023-11-24T15:53:20.07045-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-PHP-Symfony | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:20.070716-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-PHP-AST | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:20.726022-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-PHP-AST | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:20.726348-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-VB | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:20.836147-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-VB | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:20.836243-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-SourceAnchor | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:21.029783-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-SourceAnchor | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:21.030059-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-File | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:21.221653-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-File | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:21.221956-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-C | github://feenkcom/famix3:main/src | CommandLine handler processNewUndeclaredWarning: MooseAbstractGroup>>allStructs (FAMIXCPPStruct is Undeclared)

2023-11-24T15:53:21.398668-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-C | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:21.398992-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-CPP | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:21.800379-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-CPP | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:21.800712-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-Tests-C | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:21.932561-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-Tests-C | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:21.932832-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-Smalltalk | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:22.090691-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-Smalltalk | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:22.090962-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Moose-GenericImporter | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:22.304378-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Moose-GenericImporter | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:22.304631-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Moose-SmalltalkImporter | github://feenkcom/famix3:main/src | CommandLine handler processNewUndeclaredWarning: AbstractCandidateListOperator>>computeInstanceVariableCandidateListFor: (TypeCollector is Undeclared)
